availability,best_player_count,bgg_url,date,duration_min,id,max_players,min_age,min_players,name,price,url,weight
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/322708/descent-legends-dark,2022-06-25,180,322708,4,14,1,DESCENT: LEYENDAS DE LAS TINIEBLAS,157.45,https://jugamosotra.com/es/juegos/6727-descent-leyendas-de-las-tinieblas.html,2.63
Agotado. Consultar disponibilidad,4,https://boardgamegeek.com/boardgame/331965/arkham-horror-third-edition-secrets-order,2022-06-25,180,331965,6,14,1,Arkham Horror 3ª Edición: Secretos de la Orden,39.95,https://jugamosotra.com/es/1-6-jugadores/6729-arkham-horror-3-edicion-secretos-de-la-orden.html,3
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/283155/calico,2022-06-25,45,283155,4,10,1,Calico,31.44,https://jugamosotra.com/es/juegos/6731-calico.html,2.2
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgameexpansion/336872/between-two-castles-mad-king-ludwig-secrets-soiree,2022-06-25,60,336872,8,10,1,ENTRE DOS CASTILLOS DEL REY LOCO LUDWIG: SECRETOS Y VELADAS,17.94,https://jugamosotra.com/es/juegos/6733-entre-dos-castillos-del-rey-loco-ludwig-secretos-y-veladas.html,2
Agotado. Consultar disponibilidad,4,https://boardgamegeek.com/boardgame/285773/arkham-horror-final-hour,2022-06-25,60,285773,4,12,1,Arkham Horror: Hora Final,27.94,https://jugamosotra.com/es/juegos/6736-arkham-horror-hora-final.html,2.26
Agotado. Consultar disponibilidad,5,https://boardgamegeek.com/boardgame/307997/insider-black,2022-06-25,15,307997,8,9,4,Insider Black,20.64,https://jugamosotra.com/es/4-8-jugadores/6742-insider-black.html,1
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/240855/lockup-roll-player-tale,2022-06-25,90,240855,5,14,1,Lockup: Un relato de Roll Player,42.45,https://jugamosotra.com/es/1-4-jugadores/6744-lockup-un-relato-de-roll-player.html,2.31
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/268620/similo,2022-06-25,15,268620,8,7,2,Similo Espeluznante,9.95,https://jugamosotra.com/es/juegos/6760-similo-espeluznante.html,1.04
En stock. Recíbelo en 24/48 horas,6,https://boardgamegeek.com/boardgame/293665/ensemble,2022-06-25,30,293665,10,0,2,Ensemble,17.94,https://jugamosotra.com/es/inicio/6746-ensemble.html,1
Agotado. Consultar disponibilidad,1,https://boardgamegeek.com/boardgame/341502/tesauro,2022-06-25,20,341502,10,10,2,Tesauro,17.94,https://jugamosotra.com/es/inicio/6764-tesauro.html,1
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgameexpansion/262722/spirit-island-jagged-earth,2022-06-25,120,262722,6,13,1,Spirit Island: Jagged Earth,62.95,https://jugamosotra.com/es/juegos/6770-spirit-island-jagged-earth.html,4.52
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/193065/spirit-island-branch-claw,2022-06-25,120,193065,4,13,1,Spirit Island: Branch and Claw,35.95,https://jugamosotra.com/es/juegos/6771-spirit-island-branch-and-claw.html,4.22
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgameexpansion/304286/arkham-horror-third-edition-under-dark-waves,2022-06-25,180,304286,6,14,1,Arkham Horror 3ª Edición: Mareas Tenebrosas,54.95,https://jugamosotra.com/es/1-6-jugadores/6778-arkham-horror-3-edicion-mareas-tenebrosas.html,3.25
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgame/331653/moctezuma,2022-06-25,45,331653,5,8,1,MOCTEZUMA,13.45,https://jugamosotra.com/es/juegos/6781-moctezuma.html,2
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/296626/sonora,2022-06-25,45,296626,4,10,1,Sonora,26.95,https://jugamosotra.com/es/juegos/6782-sonora.html,2.33
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/295947/cascadia,2022-06-25,45,295947,4,10,1,Cascadia,35.94,https://jugamosotra.com/es/juegos/6788-cascadia.html,1.89
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgameexpansion/333362/skull-tales-tortuga-expansion,2022-06-25,150,333362,5,14,1,Skull Tales: Expansión Tortuga,17.94,https://jugamosotra.com/es/juegos/6847-skull-tales-expansion-tortuga.html,5
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/339614/shinkansen-zero-kei,2022-06-25,60,339614,4,12,1,SHINKANSEN ZERO-KEI,29.95,https://jugamosotra.com/es/inicio/6846-shinkansen-zero-kei.html,2.74
En stock. Recíbelo en 24/48 horas,7,https://boardgamegeek.com/boardgame/306169/match-5,2022-06-25,20,306169,8,10,2,Match 5,19.95,https://jugamosotra.com/es/juegos/6865-match-5.html,1.67
En stock. Recíbelo en 24/48 horas,8,https://boardgamegeek.com/boardgameexpansion/181228/cah-n-guns-second-edition-more-cah-n-more-guns,2022-06-25,0,181228,8,10,4,CASH'NGUNS: MORE CASH & MORE GUNS,13.95,https://jugamosotra.com/es/4-8-jugadores/6902-cash-nguns-more-cash-more-guns.html,1.47
En stock. Recíbelo en 24/48 horas,8,https://boardgamegeek.com/boardgameexpansion/181228/cah-n-guns-second-edition-more-cah-n-more-guns,2022-06-25,0,181228,8,10,4,CASH 'N GUNS: TEAM SPIRIT,15.95,https://jugamosotra.com/es/4-8-jugadores/6903-cash-n-guns-team-spirit.html,1.47
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgameexpansion/303837/destinies-myth-folklore,2022-06-25,150,303837,3,14,1,Destinies: Mitos y Folklore,26.95,https://jugamosotra.com/es/juegos/6913-destinies-mitos-y-folklore.html,2
Agotado. Consultar disponibilidad,3,https://boardgamegeek.com/boardgame/40354/maria,2022-06-25,210,40354,3,14,2,Maria de-Luxe Expansion,13.95,https://jugamosotra.com/es/juegos/6921-maria-de-luxe-expansion.html,3.51
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/267475/stay-cool,2022-06-25,30,267475,7,12,3,Stay Cool,13.95,https://jugamosotra.com/es/juegos/6923-stay-cool.html,1
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/239942/black-rose-wars,2022-06-25,90,239942,4,14,2,Black Rose Wars,114.95,https://jugamosotra.com/es/juegos/6649-black-rose-wars.html,3.45
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgameexpansion/268797/black-rose-wars-inferno,2022-06-25,90,268797,6,14,1,Black Rose Wars: Inferno,64.94,https://jugamosotra.com/es/juegos/6650-black-rose-wars-inferno.html,3
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/269414/black-rose-wars-hidden-thorns,2022-06-25,90,269414,6,14,1,Black Rose Wars: Hidden Thorns,27.95,https://jugamosotra.com/es/juegos/6651-black-rose-wars-hidden-thorns.html,0
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/86246/drum-roll,2022-06-25,90,86246,4,12,2,Drum Roll,19.94,https://jugamosotra.com/es/juegos/6657-drum-roll.html,3.06
En stock. Recíbelo en 24/48 horas,6,https://boardgamegeek.com/boardgame/12157/unanimo,2022-06-25,30,12157,8,10,3,Unánimo,10.75,https://jugamosotra.com/es/juegos/6689-unanimo.html,1.17
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/329434/chocolate-factory-deluxe-edition,2022-06-25,90,329434,4,10,1,FÁBRICA DE CHOCOLATE DELUXE,44.95,https://jugamosotra.com/es/juegos/6679-fabrica-de-chocolate-deluxe.html,2.75
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/31260/agricola,2022-06-25,150,31260,5,12,1,Agrícola,55.95,https://jugamosotra.com/es/juegos/6706-agricola.html,3.64
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/262215/blackout-hong-kong,2022-06-25,150,262215,4,14,1,Blackout Hong Kong,44.95,https://jugamosotra.com/es/juegos/6460-blackout-hong-kong.html,3.49
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgameexpansion/245845/nemesis-carnomorphs,2022-06-25,120,245845,5,12,1,Némesis: Carnomorfos,59.95,https://jugamosotra.com/es/juegos/6473-nemesis-carnomorfos.html,3.46
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/155969/harbour,2022-06-25,60,155969,4,10,1,El Puerto,9.95,https://jugamosotra.com/es/1-4-jugadores/6485-el-puerto.html,2.07
En stock. Recíbelo en 24/48 horas,8,https://boardgamegeek.com/boardgame/171131/captain-sonar,2022-06-25,60,171131,8,14,2,Captain S.O.N.A.R.,39.95,https://jugamosotra.com/es/juegos/6486-captain-sonar.html,2.18
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgameexpansion/283094/mansions-madness-second-edition-path-serpent,2022-06-25,180,283094,5,14,1,Las Mansiones de la Locura: La Senda de la Serpiente,69.95,https://jugamosotra.com/es/juegos/6499-las-mansiones-de-la-locura-la-senda-de-la-serpiente.html,2.86
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/276337/napoleon-returns-1815,2022-06-25,120,276337,3,14,2,Napoleon Returns 1815,62.94,https://jugamosotra.com/es/juegos/6489-napoleon-returns-1815.html,1.89
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/286537/burgle-bros-2-casino-capers,2022-06-25,70,286537,4,10,1,Burgle Bros 2,53.94,https://jugamosotra.com/es/1-4-jugadores/6506--burgle-bros-2.html,2.5
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/316554/dune-imperium,2022-06-25,120,316554,4,14,1,Dune Imperium,54.95,https://jugamosotra.com/es/juegos/6500-dune-imperium-promo.html,3.01
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/292126/excavation-earth,2022-06-25,120,292126,4,14,1,Excavación Tierra,49.44,https://jugamosotra.com/es/juegos/6507-excavacion-tierra.html,3.71
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/214887/co-second-chance,2022-06-25,120,214887,4,12,1,Co2 Segunda Oportunidad Kickstarter,76.94,https://jugamosotra.com/es/juegos/6527-co2-segunda-oportunidad-kickstarter.html,4.07
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/199493/escape-room-secret-dr-gravelys-retreat,2022-06-25,90,199493,8,13,3,ESCAPE THE ROOM: EL SECRETO DEL DR. GRAVELY,22.45,https://jugamosotra.com/es/3-8-jugadores/6542-escape-the-room-el-secreto-del-dr-gravely.html,1.82
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/311686/escape-room-cursed-dollhouse,2022-06-25,120,311686,4,13,1,ESCAPE THE ROOM: LA CASA DE MUÑECAS MALDITA,31.44,https://jugamosotra.com/es/juegos/6543-escape-the-room-la-casa-de-munecas-maldita.html,4.17
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/188349/sword-sorcery-vastaryous-lair,2022-06-25,90,188349,5,12,1,Sword & Sorcery: El Cubil de Vastarious,53.94,https://jugamosotra.com/es/1-5-jugadores/6546-sword-sorcery-el-cubil-de-vastarious.html,4
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgame/295361/merchants-cove-dragon-rancher,2022-06-25,90,295361,5,14,1,Merchants Cove: La Criadora De Dragones,22.45,https://jugamosotra.com/es/juegos/6551-merchants-cove-la-criadora-de-dragones.html,0
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/277700/merchants-cove,2022-06-25,90,277700,4,14,1,Merchants Cove,62.95,https://jugamosotra.com/es/juegos/6550-merchants-cove.html,2.74
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgameexpansion/286985/merchants-cove-innkeeper,2022-06-25,90,286985,5,14,1,Merchants Cove: El Tabernero,22.45,https://jugamosotra.com/es/juegos/6552-merchants-cove-el-tabernero.html,0
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgameexpansion/286986/merchants-cove-oracle,2022-06-25,90,286986,5,14,1,Merchants Cove: El Oraculo,22.45,https://jugamosotra.com/es/juegos/6553-merchants-cove-el-oraculo.html,3
Agotado. Consultar disponibilidad,1,https://boardgamegeek.com/boardgameexpansion/294635/merchants-cove-secret-stash,2022-06-25,90,294635,5,14,1,Merchants Cove: El Alijo Secreto,22.45,https://jugamosotra.com/es/juegos/6554-merchants-cove-el-alijo-secreto.html,0
En stock. Recíbelo en 24/48 horas,7,https://boardgamegeek.com/boardgame/285253/fiesta-de-los-muertos,2022-06-25,15,285253,8,12,4,FIESTA DE LOS MUERTOS,24.2,https://jugamosotra.com/es/juegos/6560-fiesta-de-los-muertos.html,1.06
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgame/341284/dungeon-lite-orcs-and-knights,2022-06-25,120,341284,4,14,1,Dungeon Lite: Orcs & Night,25.45,https://jugamosotra.com/es/juegos/6574-dungeon-lite-orcs-night.html,2.43
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/313274/alhambra-roll-write,2022-06-25,45,313274,5,8,1,Alhambra Roll & Write,23.95,https://jugamosotra.com/es/juegos/6605-alhambra-roll-write.html,2
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgameexpansion/316777/teotihuacan-expansion-period,2022-06-25,120,316777,4,12,1,TEOTIHUACÁN: ERA DE LA EXPANSIÓN,26.95,https://jugamosotra.com/es/1-4-jugadores/6645-teotihuacan-era-de-la-expansion.html,4
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/270293/gorinto,2022-06-25,60,270293,4,13,1,Gorinto,26.95,https://jugamosotra.com/es/juegos/6647-gorinto.html,1.75
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/283934/exit-game-theft-mississippi,2022-06-25,90,283934,4,12,1,Exit 14: Robo en el Misisipi,13.45,https://jugamosotra.com/es/1-6-jugadores/6031-exit-14-robo-en-el-misisipi.html,2.75
En stock. Recíbelo en 24/48 horas,5,https://boardgamegeek.com/boardgame/193213/millions-dollars,2022-06-25,25,193213,8,10,3,Millions of Dollars,4.94,https://jugamosotra.com/es/juegos/6070-millions-of-dollars.html,2
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/267009/rome-roll,2022-06-25,90,267009,4,14,1,Rome & Roll Kickstarter,39.95,https://jugamosotra.com/es/juegos/6061-rome-roll-kickstarter.html,3.35
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/12891/friedrich,2022-06-25,210,12891,4,12,3,María,41.95,https://jugamosotra.com/es/juegos/6171-maria.html,3.15
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/244608/menara,2022-06-25,60,244608,4,8,1,Menara,27.95,https://jugamosotra.com/es/juegos/6209-menara.html,1.6
Agotado. Consultar disponibilidad,4,https://boardgamegeek.com/boardgame/10383/risk-godstorm,2022-06-25,120,10383,5,10,2,Risk: Godstorm,35.95,https://jugamosotra.com/es/juegos/6214-risk-godstorm.html,2.69
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgameexpansion/255601/roll-player-fiends-familiars,2022-06-25,120,255601,4,10,1,Roll Player: Familiares y Diablillos,42.45,https://jugamosotra.com/es/1-4-jugadores/6228-roll-player-familiares-y-diablillos.html,3
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/277458/kluster,2022-06-25,20,277458,4,14,1,Kluster,22.39,https://jugamosotra.com/es/juegos/6227-kluster.html,1.03
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/284217/rush-md,2022-06-25,45,284217,4,14,1,Rush MD,44.95,https://jugamosotra.com/es/juegos/6248-rush-md.html,2.38
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/304324/dive,2022-06-25,30,304324,4,8,1,Dive,26.95,https://jugamosotra.com/es/juegos/6319-dive.html,1.53
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/283797/exit-game-stormy-flight,2022-06-25,120,283797,4,12,1,Exit 15: Vuelo hacia lo desconocido,13.45,https://jugamosotra.com/es/1-6-jugadores/6030-exit-15-vuelo-hacia-lo-desconocido.html,1.86
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgameexpansion/288901/war-mine-days-siege,2022-06-25,120,288901,6,18,1,This War of Mine: Días de Asedio,44.95,https://jugamosotra.com/es/1-6-jugadores/6322-this-war-of-mine-dias-de-asedio.html,3.56
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/312484/lost-ruins-arnak,2022-06-25,120,312484,4,12,1,Las Ruinas Perdidas de Arnak,53.94,https://jugamosotra.com/es/juegos/6328-las-ruinas-perdidas-de-arnak.html,2.88
Agotado. Consultar disponibilidad,4,https://boardgamegeek.com/boardgame/125153/gallerist,2022-06-25,150,125153,4,13,1,The Gallerist (Castellano),130.0,https://jugamosotra.com/es/juegos/6332-the-gallerist.html,4.26
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgameexpansion/248181/lost-expedition-fountain-youth-other-adventures/versions,2022-06-25,50,248181,5,14,1,La Expedición Perdida: La Fuente de la Juventud y Otras Aventuras,14.94,https://jugamosotra.com/es/juegos/6336-la-expedicion-perdida-la-fuente-de-la-juventud-y-otras-aventuras.html,2
En stock. Recibelo en 24/48 horas,5,https://boardgamegeek.com/boardgameexpansion/220931/game-thrones-iron-throne-wars-come,2022-06-25,60,220931,7,18,3,Juego de Tronos: El Trono de Hierro. Las Guerras Venideras,12.95,https://jugamosotra.com/es/juegos/6370-juego-de-tronos-el-trono-de-hierro-las-guerras-venideras.html,2.75
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/262477/mercado-de-lisboa,2022-06-25,45,262477,4,8,1,Mercado de Lisboa Kickstarter,44.95,https://jugamosotra.com/es/inicio/6372-mercado-de-lisboa-kickstarter.html,2.07
"En stock, Recíbelo en 24/48 horas",3,https://boardgamegeek.com/boardgame/312804/pendulum,2022-06-25,90,312804,5,12,1,Pendulum,49.44,https://jugamosotra.com/es/juegos/6401-pendulum.html,2.92
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgame/327793/30-monedas,2022-06-25,30,327793,2,16,1,30 Monedas,24.95,https://jugamosotra.com/es/juegos/6402-30-monedas.html,2.94
En stock. Recíbelo en 24/48 horas,6,https://boardgamegeek.com/boardgame/220775/codenames-disney-family-edition,2022-06-25,15,220775,8,8,2,Código Secreto Disney,22.44,https://jugamosotra.com/es/2-8-jugadores-/6437-codigo-secreto-disney.html,1.23
En stock. Recíbelo en 24/48 horas,6,https://boardgamegeek.com/boardgame/324930/i-am-banana,2022-06-25,20,324930,8,0,4,I am a Banana,16.9,https://jugamosotra.com/es/juegos/6444-i-am-a-banana.html,1
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/283095/cosmic-colonies,2022-06-25,45,283095,5,10,1,Colonias Cósmicas,35.94,https://jugamosotra.com/es/juegos/6445-colonias-cosmicas.html,2
Agotado. Consultar disponibilidad,3,https://boardgamegeek.com/boardgame/255668/trickerion-collectors-edition,2022-06-25,180,255668,4,14,1,TRICKERION: LEYENDAS DEL ILUSIONISMO (EDICIÓN DEFINITIVA),116.94,https://jugamosotra.com/es/juegos/6451-trickerion-leyendas-del-ilusionismo-edicion-definitiva.html,4.59
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/128271/ginkgopolis,2022-06-25,45,128271,5,13,1,Ginkgopolis,42.45,https://jugamosotra.com/es/juegos/5757-ginkgopolis.html,2.91
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/34943/double-shutter,2022-06-25,15,34943,4,8,1,Double Shutter,20.24,https://jugamosotra.com/es/juegos/5761-double-shutter.html,1
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/146021/eldritch-horror,2022-06-25,240,146021,8,14,1,Eldritch Horror: Saber Olvidado,27.95,https://jugamosotra.com/es/1-8-jugadores/5814-eldritch-horror-saber-olvidado.html,3.32
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/209671/zona-secret-chernobyl,2022-06-25,180,209671,4,18,1,ZONA: EL SECRETO DE CHERNOBIL,74.95,https://jugamosotra.com/es/juegos/5861-zona-el-secreto-de-chernobil.html,2.76
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/308765/praga-caput-regni,2022-06-25,150,308765,4,12,1,Praga Caput Regni,32.95,https://jugamosotra.com/es/juegos/5848-praga-caput-regni.html,3.74
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/274557/match-travel,2022-06-25,45,274557,10,10,1,Linkto Alimentos,7.94,https://jugamosotra.com/es/juegos/5878-linkto-alimentos.html,1
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/306481/tawantinsuyu-inca-empire,2022-06-25,120,306481,4,14,1,Tawantinsuyu: El Imperio Inca,49.44,https://jugamosotra.com/es/juegos/5615-tawantinsuyu-el-imperio-inca.html,4.06
En stock. Recíbelo en 24/48 horas,6,https://boardgamegeek.com/boardgameexpansion/315895/twilight-imperium-fourth-edition-prophecy-kings,2022-06-25,480,315895,8,14,3,LA PROFECÍA DE LOS REYES,99.95,https://jugamosotra.com/es/juegos/5623-la-profecia-de-los-reyes.html,4.35
Agotado. Consultar disponibilidad,4,https://boardgamegeek.com/boardgame/167355/nemesis,2022-06-25,180,167355,5,12,1,Némesis,149.95,https://jugamosotra.com/es/juegos/5626-nemesis.html,3.4
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/145599/journey-wrath-demons,2022-06-25,75,145599,4,14,1,Journey: La ira de los demonios,49.95,https://jugamosotra.com/es/juegos/5632-journey-la-ira-de-los-demonios.html,2.71
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgame/192455/first-martians-adventures-red-planet,2022-06-25,90,192455,4,10,1,Colonos de Marte,34.95,https://jugamosotra.com/es/1-4-jugadores/5633-colonos-de-marte.html,4.14
En stcok. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/296151/viscounts-west-kingdom,2022-06-25,90,296151,4,12,1,Vizcondes del Reino del Oeste,49.95,https://jugamosotra.com/es/juegos/5664-vizcondes-del-reino-del-oeste.html,3.45
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/11825/empire-sun,2022-06-25,360,11825,2,12,1,El Imperio del Sol,71.94,https://jugamosotra.com/es/juegos/5676-el-imperio-del-sol.html,4.31
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/198447/jim-hensons-labyrinth-board-game,2022-06-25,120,198447,5,6,1,Dentro del Laberinto,44.95,https://jugamosotra.com/es/juegos/5692-dentro-del-laberinto.html,1.86
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/280032/fossilis,2022-06-25,60,280032,5,8,2,Fossilis,40.44,https://jugamosotra.com/es/juegos/5693-fossilis.html,2.19
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/275870/team3-green,2022-06-25,30,275870,6,14,3,Team 3 Caja Verde,17.94,https://jugamosotra.com/es/juegos/5701-team-3-caja-verde.html,1.29
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/275870/team3-green,2022-06-25,30,275870,6,14,3,Team 3 Caja Rosa,17.94,https://jugamosotra.com/es/juegos/5702-team-3-caja-rosa.html,1.29
En stock. Recíbelo en 24/48 horas,1,https://boardgamegeek.com/boardgameexpansion/320003/clinic-deluxe-edition-4th-extension,2022-06-25,150,320003,4,14,1,Clinic: The Extension 4,17.99,https://jugamosotra.com/es/juegos/5710-clinic-the-extension-4.html,2.5
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/162886/spirit-island,2022-06-25,120,162886,4,13,1,Spirit Island,71.94,https://jugamosotra.com/es/juegos/5709-spirit-island.html,4.05
En stock. Recñibelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/284378/kanban-ev,2022-06-25,180,284378,4,14,1,Kanban EV,130.0,https://jugamosotra.com/es/juegos/5742-kanban-ev.html,4.34
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgameexpansion/301771/lisboa-queen-variant,2022-06-25,120,301771,4,12,1,Lisboa: Queen Variant,2.0,https://jugamosotra.com/es/juegos/5743-lisboa-queen-variant.html,2.75
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/27225/bananagrams,2022-06-25,15,27225,8,7,1,Bananagrams,19.85,https://jugamosotra.com/es/juegos/5750-bananagrams.html,1.32
Agotado. Consultar disponibilidad,2,https://boardgamegeek.com/boardgame/244522/s-pretty-clever,2022-06-25,30,244522,4,8,1,Optimus 2,13.44,https://jugamosotra.com/es/1-4-jugadores/5236-optimus-2.html,1.88
Agotado. Consultar disponibilidad,5,https://boardgamegeek.com/boardgame/299027/colt-super-express,2022-06-25,20,299027,7,7,3,Colt Super Express,10.45,https://jugamosotra.com/es/juegos/5247-colt-super-express.html,1.08
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/252153/tang-garden,2022-06-25,60,252153,4,14,1,Tang Garden,53.94,https://jugamosotra.com/es/juegos/5256-tang-garden.html,2.59
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/140620/lewis-clark-expedition,2022-06-25,120,140620,5,14,1,Lewis and Clark,40.45,https://jugamosotra.com/es/juegos/5267-lewis-and-clark.html,3.34
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/297030/tekhenu-obelisk-sun,2022-06-25,120,297030,4,14,1,TEKHENU: EL OBELISCO DEL SOL,46.74,https://jugamosotra.com/es/juegos/5335-tekhenu-el-obelisco-del-sol.html,4.09
En Stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/228959/alubari-nice-cup-tea,2022-06-25,120,228959,5,10,1,Alubari,34.95,https://jugamosotra.com/es/juegos/5312-alubari.html,3.08
En stock. Recíbelo en 24/48 horas,4,https://boardgamegeek.com/boardgame/228959/alubari-nice-cup-tea,2022-06-25,120,228959,5,10,1,Alubari,44.9,https://jugamosotra.com/es/juegos/5338-alubari.html,3.08
En stock. Recíbelo en 24/48 horas,3,https://boardgamegeek.com/boardgame/265402/hall-mountain-king,2022-06-25,90,265402,5,12,2,El rey de la montaña,44.95,https://jugamosotra.com/es/juegos/5341-el-rey-de-la-montana.html,2.82
Agotado. Consultar disponibilidad,4,https://boardgamegeek.com/boardgame/123570/strike,2022-06-25,15,123570,5,8,2,Strike,19.95,https://jugamosotra.com/es/juegos/5345-strike.html,1.04
En stock. Recíbelo en 24/498 horas,3,https://boardgamegeek.com/boardgame/298635/alices-garden,2022-06-25,45,298635,4,8,1,El Jardín de Alicia,17.94,https://jugamosotra.com/es/juegos/5377-el-jardin-de-alicia.html,1.23
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/270971/era-medieval-age,2022-06-25,60,270971,4,8,1,ERA Edad Media,49.95,https://jugamosotra.com/es/juegos/5363-era-edad-media.html,2.32
En stock. Recíbelo en 24/48 horas,2,https://boardgamegeek.com/boardgame/226519/exit-game-house-riddles,2022-06-25,90,226519,4,10,1,Exit 12: La Casa de los Enigmas,13.45,https://jugamosotra.com/es/1-6-jugadores/5384-exit-12-la-casa-de-los-enigmas.html,1.66
